manufacturer,type,size,year,condition,fuel,odometer,transmission,drive,cylinders,paint_color,price_class
volkswagen,sedan,compact,2012,good,gas,128300,manual,fwd,4 cylinders,red,0~8000
honda,sedan,full-size,2004,excellent,gas,132604,automatic,fwd,6 cylinders,blue,0~8000
cadillac,sedan,compact,2009,good,gas,138000,automatic,4wd,6 cylinders,silver,0~8000
honda,mini-van,mid-size,2006,good,gas,143000,automatic,fwd,4 cylinders,grey,0~8000
audi,sedan,mid-size,2007,excellent,gas,144000,automatic,4wd,4 cylinders,blue,0~8000
toyota,hatchback,mid-size,2008,good,gas,155000,automatic,fwd,4 cylinders,white,0~8000
ford,sedan,full-size,2011,excellent,gas,160000,automatic,rwd,8 cylinders,silver,0~8000
honda,coupe,compact,2012,like new,gas,165000,automatic,fwd,4 cylinders,grey,0~8000
bmw,SUV,mid-size,2007,excellent,gas,181000,automatic,4wd,6 cylinders,silver,0~8000
ford,SUV,mid-size,2007,excellent,gas,186139,automatic,4wd,6 cylinders,white,0~8000
ford,sedan,full-size,2012,excellent,gas,218000,automatic,fwd,6 cylinders,silver,0~8000
lexus,sedan,full-size,2006,fair,gas,227654,automatic,rwd,4 cylinders,custom,0~8000
volvo,sedan,full-size,2010,like new,gas,124000,automatic,fwd,5 cylinders,black,0~8000
jeep,SUV,mid-size,2007,excellent,gas,135000,automatic,4wd,6 cylinders,red,0~8000
chrysler,van,full-size,2010,excellent,gas,153350,automatic,fwd,6 cylinders,silver,0~8000
toyota,sedan,full-size,2009,good,gas,157000,automatic,fwd,4 cylinders,silver,0~8000
chevrolet,pickup,full-size,2005,good,gas,174000,automatic,rwd,8 cylinders,black,0~8000
chevrolet,sedan,full-size,2013,excellent,hybrid,175000,automatic,fwd,6 cylinders,red,0~8000
chevrolet,pickup,mid-size,2005,good,gas,189136,automatic,rwd,5 cylinders,white,0~8000
mazda,hatchback,compact,2010,good,gas,118000,automatic,fwd,4 cylinders,red,0~8000
honda,mini-van,full-size,2007,excellent,gas,175000,automatic,fwd,6 cylinders,silver,0~8000
chevrolet,sedan,full-size,2012,like new,gas,109000,automatic,fwd,6 cylinders,black,0~8000
chrysler,sedan,full-size,2005,good,gas,156000,automatic,rwd,6 cylinders,black,0~8000
toyota,sedan,mid-size,2009,excellent,gas,173273,automatic,fwd,4 cylinders,red,0~8000
honda,SUV,mid-size,2006,excellent,gas,201879,automatic,4wd,4 cylinders,grey,0~8000
lexus,SUV,full-size,2004,good,gas,130000,automatic,4wd,6 cylinders,black,0~8000
chevrolet,SUV,full-size,2005,excellent,gas,138000,automatic,4wd,6 cylinders,grey,0~8000
chevrolet,sedan,sub-compact,2011,excellent,gas,134000,automatic,fwd,4 cylinders,blue,0~8000
toyota,sedan,compact,2010,excellent,gas,159000,automatic,fwd,4 cylinders,grey,0~8000
chevrolet,sedan,full-size,2013,good,gas,158000,automatic,fwd,4 cylinders,grey,0~8000
toyota,van,full-size,2007,like new,gas,181930,automatic,fwd,6 cylinders,red,0~8000
gmc,SUV,full-size,2004,good,gas,241454,automatic,4wd,8 cylinders,green,0~8000
volvo,wagon,mid-size,2005,excellent,gas,125000,automatic,4wd,5 cylinders,silver,0~8000
ford,sedan,mid-size,2010,excellent,gas,98000,automatic,fwd,4 cylinders,black,0~8000
volkswagen,sedan,full-size,2010,good,gas,115423,automatic,fwd,5 cylinders,black,0~8000
ford,sedan,full-size,2010,good,gas,60000,automatic,fwd,4 cylinders,grey,0~8000
volkswagen,sedan,mid-size,2009,excellent,gas,83784,automatic,fwd,4 cylinders,silver,0~8000
hyundai,sedan,compact,2015,excellent,gas,98600,automatic,fwd,4 cylinders,grey,0~8000
dodge,sedan,full-size,2013,good,gas,114000,automatic,fwd,4 cylinders,silver,0~8000
jeep,SUV,mid-size,2002,excellent,gas,122000,automatic,4wd,6 cylinders,silver,0~8000
honda,hatchback,compact,2008,excellent,gas,125300,automatic,fwd,4 cylinders,black,0~8000
ford,sedan,compact,2014,excellent,gas,125492,manual,fwd,4 cylinders,blue,0~8000
lexus,sedan,full-size,2003,excellent,gas,128226,automatic,fwd,6 cylinders,silver,0~8000
nissan,sedan,full-size,2010,good,gas,143000,automatic,fwd,4 cylinders,white,0~8000
honda,coupe,compact,2007,good,gas,155000,manual,fwd,4 cylinders,silver,0~8000
nissan,coupe,mid-size,2008,excellent,gas,162000,automatic,fwd,6 cylinders,silver,0~8000
gmc,SUV,full-size,2004,good,gas,171321,automatic,4wd,8 cylinders,black,0~8000
dodge,SUV,full-size,2011,excellent,gas,174200,automatic,4wd,6 cylinders,black,0~8000
toyota,van,full-size,2008,good,gas,181000,automatic,fwd,4 cylinders,white,0~8000
gmc,SUV,full-size,2002,excellent,gas,182069,automatic,4wd,6 cylinders,black,0~8000
honda,sedan,mid-size,2009,excellent,gas,183000,automatic,fwd,4 cylinders,grey,0~8000
bmw,wagon,compact,2007,excellent,gas,199000,automatic,4wd,4 cylinders,red,0~8000
honda,SUV,mid-size,2006,good,gas,229490,automatic,4wd,4 cylinders,black,0~8000
ford,truck,mid-size,2002,fair,gas,283877,automatic,rwd,6 cylinders,red,0~8000
honda,coupe,mid-size,2009,good,gas,129869,automatic,fwd,4 cylinders,silver,0~8000
toyota,sedan,mid-size,2003,excellent,gas,113748,automatic,fwd,4 cylinders,grey,0~8000
ford,sedan,sub-compact,2010,excellent,gas,98105,automatic,fwd,4 cylinders,silver,0~8000
pontiac,hatchback,compact,2009,excellent,gas,90000,automatic,fwd,4 cylinders,blue,0~8000
mazda,SUV,full-size,2008,good,gas,149000,automatic,4wd,4 cylinders,black,0~8000
dodge,mini-van,mid-size,2008,good,gas,91988,automatic,fwd,6 cylinders,grey,0~8000
chevrolet,sedan,mid-size,2012,excellent,gas,85318,automatic,fwd,4 cylinders,white,0~8000
chevrolet,hatchback,compact,2013,excellent,gas,57000,automatic,fwd,4 cylinders,blue,0~8000
nissan,sedan,full-size,2009,good,gas,147800,automatic,fwd,4 cylinders,white,0~8000
nissan,sedan,compact,2009,good,gas,98057,automatic,fwd,4 cylinders,black,0~8000
nissan,sedan,mid-size,2009,excellent,gas,107000,automatic,fwd,4 cylinders,black,0~8000
ram,pickup,full-size,2005,good,gas,171000,automatic,rwd,8 cylinders,red,0~8000
ford,van,full-size,2006,good,gas,200000,automatic,rwd,8 cylinders,black,0~8000
ford,SUV,full-size,2009,good,gas,238000,automatic,4wd,8 cylinders,white,0~8000
kia,SUV,full-size,2007,new,gas,91000,automatic,fwd,6 cylinders,custom,0~8000
dodge,truck,mid-size,2006,good,gas,111909,automatic,rwd,6 cylinders,red,0~8000
mercedes-benz,sedan,full-size,2006,excellent,gas,119006,automatic,rwd,6 cylinders,white,0~8000
nissan,sedan,full-size,2010,excellent,gas,146000,automatic,fwd,4 cylinders,grey,0~8000
ford,SUV,full-size,2006,excellent,gas,170584,automatic,rwd,8 cylinders,white,0~8000
nissan,pickup,full-size,2004,good,gas,176000,automatic,4wd,8 cylinders,grey,0~8000
gmc,van,full-size,2005,good,gas,197000,automatic,rwd,8 cylinders,white,0~8000
dodge,SUV,full-size,2009,excellent,gas,86000,automatic,4wd,6 cylinders,silver,0~8000
chevrolet,SUV,full-size,2004,excellent,gas,102446,automatic,4wd,6 cylinders,grey,0~8000
jeep,SUV,mid-size,2012,excellent,gas,127000,automatic,rwd,6 cylinders,green,0~8000
ford,pickup,mid-size,2011,excellent,gas,158000,automatic,rwd,4 cylinders,white,0~8000
dodge,mini-van,mid-size,2009,good,gas,90691,automatic,fwd,6 cylinders,grey,0~8000
ford,convertible,mid-size,2006,excellent,gas,171000,automatic,rwd,6 cylinders,red,0~8000
kia,SUV,full-size,2011,excellent,gas,128585,manual,fwd,4 cylinders,white,0~8000
toyota,sedan,full-size,2007,like new,gas,152000,automatic,fwd,4 cylinders,silver,0~8000
chrysler,mini-van,full-size,2010,excellent,gas,163884,automatic,fwd,6 cylinders,silver,0~8000
nissan,SUV,full-size,2006,excellent,gas,205107,automatic,4wd,6 cylinders,black,0~8000
chrysler,convertible,mid-size,2008,excellent,gas,65000,automatic,fwd,4 cylinders,blue,0~8000
chevrolet,SUV,mid-size,2007,good,gas,90151,automatic,fwd,6 cylinders,white,0~8000
dodge,SUV,mid-size,2010,excellent,gas,95000,automatic,4wd,6 cylinders,silver,0~8000
nissan,sedan,mid-size,2012,excellent,gas,96000,automatic,fwd,4 cylinders,red,0~8000
volvo,sedan,compact,2008,excellent,gas,98506,automatic,fwd,5 cylinders,silver,0~8000
volkswagen,sedan,mid-size,2009,like new,gas,108000,automatic,fwd,4 cylinders,grey,0~8000
ford,SUV,full-size,2002,good,gas,118074,manual,rwd,6 cylinders,silver,0~8000
chevrolet,sedan,full-size,2010,excellent,gas,118850,automatic,fwd,6 cylinders,grey,0~8000
lexus,sedan,full-size,2006,excellent,gas,128000,automatic,fwd,6 cylinders,blue,0~8000
honda,sedan,sub-compact,2006,excellent,gas,129526,automatic,fwd,4 cylinders,blue,0~8000
jeep,other,mid-size,2011,good,gas,130000,manual,4wd,4 cylinders,black,0~8000
bmw,sedan,compact,2011,excellent,gas,157992,automatic,4wd,6 cylinders,white,0~8000
honda,SUV,full-size,2007,good,gas,173000,automatic,4wd,4 cylinders,blue,0~8000
mazda,hatchback,mid-size,2010,good,gas,203018,automatic,fwd,4 cylinders,grey,0~8000
acura,sedan,mid-size,2002,excellent,gas,124126,automatic,fwd,6 cylinders,white,0~8000
mazda,hatchback,compact,2012,good,gas,144519,manual,fwd,4 cylinders,black,0~8000
nissan,sedan,compact,2012,excellent,gas,120958,automatic,fwd,4 cylinders,silver,0~8000
infiniti,coupe,mid-size,2005,good,gas,170000,automatic,rwd,6 cylinders,black,0~8000
acura,SUV,full-size,2007,like new,gas,194173,automatic,4wd,6 cylinders,custom,0~8000
chevrolet,SUV,full-size,2007,good,gas,200886,automatic,4wd,8 cylinders,brown,0~8000
nissan,sedan,full-size,2011,excellent,gas,110000,automatic,fwd,6 cylinders,grey,0~8000
subaru,wagon,full-size,2010,good,gas,111000,automatic,4wd,4 cylinders,white,0~8000
ford,sedan,full-size,2010,excellent,gas,130000,automatic,fwd,4 cylinders,white,0~8000
hyundai,SUV,full-size,2008,good,gas,133000,automatic,fwd,6 cylinders,white,0~8000
toyota,sedan,compact,2010,good,gas,160832,automatic,fwd,4 cylinders,red,0~8000
dodge,pickup,mid-size,2005,good,gas,230686,automatic,4wd,8 cylinders,silver,0~8000
chevrolet,SUV,full-size,2010,good,gas,218475,automatic,4wd,8 cylinders,blue,0~8000
volkswagen,mini-van,full-size,2011,good,gas,116000,automatic,fwd,6 cylinders,white,0~8000
dodge,sedan,mid-size,2014,excellent,gas,96000,automatic,fwd,4 cylinders,white,0~8000
chrysler,mini-van,full-size,2012,good,gas,155500,automatic,fwd,6 cylinders,silver,0~8000
ford,truck,full-size,2001,fair,diesel,238500,automatic,rwd,8 cylinders,white,0~8000
ford,pickup,mid-size,2003,excellent,gas,232402,automatic,rwd,6 cylinders,white,0~8000
nissan,SUV,full-size,2014,good,gas,100640,automatic,4wd,4 cylinders,silver,0~8000
mazda,sedan,full-size,2011,excellent,gas,79000,manual,fwd,4 cylinders,brown,0~8000
nissan,hatchback,compact,2014,good,gas,79785,automatic,fwd,4 cylinders,green,0~8000
chevrolet,sedan,full-size,2010,excellent,gas,166300,automatic,fwd,6 cylinders,brown,0~8000
jeep,SUV,mid-size,2014,excellent,gas,131000,automatic,4wd,4 cylinders,red,0~8000
chrysler,mini-van,mid-size,2008,good,gas,139825,automatic,fwd,6 cylinders,black,0~8000
chevrolet,SUV,mid-size,2012,excellent,gas,140112,automatic,4wd,6 cylinders,blue,0~8000
mitsubishi,sedan,mid-size,2013,excellent,gas,105942,automatic,fwd,4 cylinders,silver,0~8000
ram,mini-van,mid-size,2011,excellent,gas,169982,automatic,fwd,6 cylinders,black,0~8000
toyota,sedan,full-size,2009,fair,gas,152000,automatic,fwd,4 cylinders,blue,0~8000
chevrolet,SUV,mid-size,2009,good,gas,156814,automatic,fwd,6 cylinders,white,0~8000
chevrolet,pickup,full-size,2005,good,gas,195000,automatic,4wd,8 cylinders,black,0~8000
toyota,sedan,compact,2009,excellent,gas,147853,automatic,fwd,4 cylinders,red,0~8000
ford,pickup,full-size,2002,good,gas,54000,automatic,4wd,8 cylinders,blue,0~8000
fiat,convertible,compact,2013,excellent,gas,70000,manual,fwd,4 cylinders,black,0~8000
hyundai,hatchback,mid-size,2013,like new,gas,83000,automatic,fwd,4 cylinders,silver,0~8000
toyota,sedan,full-size,2009,good,gas,108000,automatic,fwd,4 cylinders,silver,0~8000
toyota,SUV,full-size,2002,good,gas,110600,automatic,4wd,6 cylinders,silver,0~8000
ford,truck,full-size,2007,excellent,gas,111000,automatic,rwd,6 cylinders,silver,0~8000
infiniti,sedan,mid-size,2004,good,gas,113000,automatic,rwd,6 cylinders,red,0~8000
toyota,hatchback,mid-size,2010,excellent,hybrid,125000,automatic,fwd,4 cylinders,black,0~8000
chevrolet,truck,full-size,2004,good,gas,172000,automatic,rwd,8 cylinders,blue,0~8000
lincoln,truck,full-size,2002,good,gas,244000,automatic,rwd,8 cylinders,black,0~8000
honda,sedan,mid-size,2008,excellent,gas,136800,automatic,fwd,4 cylinders,silver,0~8000
toyota,sedan,mid-size,2011,good,gas,143100,automatic,fwd,4 cylinders,red,0~8000
jeep,SUV,full-size,2008,excellent,gas,140100,automatic,4wd,8 cylinders,blue,0~8000
ford,SUV,full-size,2009,good,gas,98189,automatic,fwd,4 cylinders,red,0~8000
dodge,van,mid-size,2010,like new,gas,147234,automatic,fwd,6 cylinders,black,0~8000
toyota,sedan,full-size,2006,good,gas,115000,automatic,fwd,6 cylinders,blue,0~8000
ram,truck,full-size,2005,good,gas,177000,automatic,rwd,8 cylinders,white,0~8000
buick,sedan,mid-size,2006,good,gas,42900,automatic,fwd,6 cylinders,white,0~8000
ford,SUV,full-size,2010,good,gas,181914,automatic,4wd,6 cylinders,black,0~8000
chevrolet,pickup,full-size,2003,excellent,gas,235000,automatic,4wd,8 cylinders,black,0~8000
honda,mini-van,mid-size,2008,good,gas,167882,automatic,fwd,6 cylinders,blue,0~8000
chevrolet,sedan,compact,2016,good,gas,68900,automatic,fwd,4 cylinders,white,0~8000
chevrolet,sedan,compact,2013,good,gas,74000,automatic,fwd,4 cylinders,red,0~8000
chevrolet,sedan,mid-size,2014,excellent,gas,126184,automatic,fwd,4 cylinders,brown,0~8000
toyota,hatchback,compact,2013,good,hybrid,130000,automatic,fwd,4 cylinders,silver,0~8000
audi,sedan,full-size,2006,excellent,gas,142000,automatic,4wd,8 cylinders,silver,0~8000
chevrolet,SUV,mid-size,2010,excellent,gas,144970,automatic,4wd,4 cylinders,brown,0~8000
toyota,SUV,full-size,2008,good,gas,174134,automatic,4wd,6 cylinders,blue,0~8000
chevrolet,van,full-size,2012,good,gas,205432,automatic,rwd,8 cylinders,white,0~8000
audi,sedan,compact,2008,excellent,gas,133007,automatic,4wd,4 cylinders,grey,0~8000
lincoln,sedan,full-size,2002,excellent,gas,97323,automatic,rwd,8 cylinders,black,0~8000
chevrolet,sedan,mid-size,2011,excellent,gas,104000,automatic,fwd,4 cylinders,silver,0~8000
jeep,SUV,mid-size,2008,excellent,gas,153000,automatic,4wd,6 cylinders,green,0~8000
ford,truck,full-size,2008,excellent,gas,184000,automatic,rwd,8 cylinders,silver,0~8000
ford,truck,full-size,2010,good,gas,185419,automatic,rwd,8 cylinders,black,0~8000
chevrolet,SUV,mid-size,2012,good,gas,156111,automatic,4wd,6 cylinders,silver,0~8000
kia,hatchback,compact,2012,good,gas,113523,automatic,rwd,4 cylinders,white,0~8000
ford,sedan,full-size,2014,excellent,gas,125205,automatic,4wd,6 cylinders,silver,0~8000
nissan,hatchback,compact,2012,excellent,gas,53163,automatic,fwd,4 cylinders,grey,0~8000
toyota,sedan,mid-size,2005,like new,gas,54000,automatic,fwd,4 cylinders,yellow,0~8000
cadillac,coupe,mid-size,2001,excellent,gas,72890,automatic,fwd,8 cylinders,custom,0~8000
mazda,convertible,mid-size,2002,excellent,gas,83201,automatic,rwd,4 cylinders,black,0~8000
mazda,SUV,full-size,2006,good,gas,86135,automatic,4wd,6 cylinders,black,0~8000
ford,hatchback,mid-size,2013,good,gas,91228,automatic,fwd,4 cylinders,white,0~8000
nissan,sedan,compact,2012,excellent,gas,98115,automatic,fwd,4 cylinders,silver,0~8000
ford,sedan,full-size,2010,good,gas,98135,automatic,fwd,4 cylinders,white,0~8000
toyota,sedan,mid-size,2011,excellent,gas,105202,automatic,fwd,4 cylinders,red,0~8000
chevrolet,SUV,mid-size,2014,excellent,gas,111387,automatic,fwd,4 cylinders,white,0~8000
mazda,sedan,compact,2009,excellent,gas,111948,automatic,fwd,4 cylinders,red,0~8000
chrysler,mini-van,full-size,2010,like new,gas,112000,automatic,fwd,6 cylinders,black,0~8000
gmc,SUV,full-size,2003,good,gas,115000,automatic,4wd,8 cylinders,blue,0~8000
chevrolet,SUV,full-size,2011,good,gas,120323,automatic,fwd,4 cylinders,black,0~8000
ford,SUV,full-size,2003,excellent,gas,126875,automatic,4wd,8 cylinders,white,0~8000
chrysler,van,full-size,2010,excellent,gas,136789,automatic,fwd,6 cylinders,black,0~8000
nissan,sedan,mid-size,2010,excellent,gas,140000,automatic,fwd,4 cylinders,white,0~8000
hyundai,SUV,mid-size,2007,good,gas,142254,automatic,fwd,6 cylinders,blue,0~8000
honda,sedan,mid-size,2007,excellent,gas,143777,automatic,fwd,4 cylinders,black,0~8000
hyundai,SUV,full-size,2008,excellent,gas,161348,automatic,4wd,6 cylinders,silver,0~8000
jeep,SUV,full-size,2007,excellent,gas,176712,automatic,4wd,6 cylinders,silver,0~8000
hyundai,hatchback,mid-size,2016,excellent,gas,191000,automatic,fwd,4 cylinders,red,0~8000
chevrolet,sedan,full-size,2012,good,gas,105542,automatic,fwd,6 cylinders,custom,0~8000
mazda,sedan,mid-size,2003,excellent,gas,92347,automatic,fwd,6 cylinders,silver,0~8000
honda,sedan,sub-compact,2011,excellent,gas,99122,automatic,fwd,4 cylinders,black,0~8000
bmw,sedan,mid-size,2006,excellent,gas,104458,automatic,rwd,8 cylinders,grey,0~8000
lexus,sedan,full-size,2005,excellent,gas,133343,automatic,rwd,8 cylinders,blue,0~8000
honda,sedan,mid-size,2008,excellent,gas,139423,automatic,fwd,4 cylinders,grey,0~8000
honda,coupe,full-size,2009,good,gas,143065,manual,fwd,4 cylinders,silver,0~8000
honda,van,full-size,2008,excellent,gas,160000,automatic,rwd,6 cylinders,white,0~8000
chevrolet,truck,full-size,2009,good,hybrid,189401,automatic,4wd,8 cylinders,white,0~8000
ford,SUV,full-size,2010,excellent,gas,229000,automatic,4wd,8 cylinders,white,0~8000
bmw,convertible,mid-size,2005,good,gas,98714,automatic,fwd,6 cylinders,white,0~8000
buick,sedan,full-size,2010,excellent,gas,100034,automatic,4wd,6 cylinders,white,0~8000
ford,pickup,full-size,2007,fair,gas,116000,automatic,4wd,8 cylinders,grey,0~8000
lexus,sedan,compact,2004,good,gas,130000,manual,rwd,6 cylinders,black,0~8000
audi,sedan,mid-size,2008,like new,gas,140000,automatic,4wd,6 cylinders,custom,0~8000
volkswagen,hatchback,compact,2007,good,gas,158520,manual,fwd,4 cylinders,black,0~8000
honda,sedan,full-size,2008,fair,gas,174000,automatic,fwd,4 cylinders,black,0~8000
nissan,truck,full-size,2006,good,gas,224000,automatic,4wd,8 cylinders,grey,0~8000
hyundai,sedan,compact,2011,excellent,gas,136000,automatic,fwd,4 cylinders,blue,0~8000
ford,SUV,mid-size,2011,excellent,gas,173104,automatic,4wd,6 cylinders,custom,0~8000
chevrolet,truck,full-size,2004,like new,gas,175000,automatic,4wd,8 cylinders,red,0~8000
subaru,hatchback,compact,2010,excellent,gas,122000,automatic,4wd,6 cylinders,grey,0~8000
toyota,truck,mid-size,2006,good,gas,245010,automatic,rwd,6 cylinders,white,0~8000
subaru,SUV,full-size,2009,like new,gas,103990,automatic,4wd,4 cylinders,green,0~8000
chevrolet,SUV,full-size,2014,like new,gas,114000,automatic,fwd,4 cylinders,silver,0~8000
ford,SUV,mid-size,2011,excellent,gas,173104,automatic,4wd,6 cylinders,custom,0~8000
chevrolet,hatchback,compact,2013,excellent,gas,37000,manual,fwd,4 cylinders,green,0~8000
toyota,SUV,mid-size,2009,excellent,gas,117450,automatic,4wd,4 cylinders,silver,0~8000
gmc,SUV,mid-size,2010,good,gas,142000,automatic,fwd,6 cylinders,black,0~8000
toyota,sedan,mid-size,2006,excellent,gas,76426,automatic,fwd,4 cylinders,grey,0~8000
buick,sedan,full-size,2012,excellent,gas,86500,automatic,fwd,4 cylinders,grey,0~8000
pontiac,convertible,mid-size,2000,like new,gas,94700,manual,rwd,6 cylinders,red,0~8000
mazda,sedan,mid-size,2012,excellent,gas,105132,automatic,fwd,4 cylinders,grey,0~8000
ford,SUV,full-size,2008,excellent,gas,111801,automatic,4wd,6 cylinders,white,0~8000
chevrolet,offroad,mid-size,2001,good,gas,121630,automatic,4wd,6 cylinders,red,0~8000
gmc,truck,full-size,2011,excellent,gas,124000,automatic,fwd,6 cylinders,black,0~8000
gmc,SUV,full-size,2008,good,gas,124480,automatic,fwd,6 cylinders,blue,0~8000
dodge,sedan,mid-size,2014,excellent,gas,125592,automatic,fwd,4 cylinders,red,0~8000
mercedes-benz,SUV,mid-size,2005,excellent,gas,127000,automatic,rwd,6 cylinders,black,0~8000
chevrolet,SUV,full-size,2011,excellent,gas,129000,automatic,4wd,4 cylinders,white,0~8000
bmw,sedan,full-size,2006,excellent,gas,141000,automatic,rwd,8 cylinders,black,0~8000
